"AnimalID","Name","DateTime","OutcomeType","AnimalType","Age","Sex","IsFixed","MixColor","MainColor","MixBreed","MainBreed"
"A683507","No","2014-07-15 17:26:00","Adoption","Dog",1095,"Female","Yes","No","Buff","Yes","Cairn Terrier"
"A487470","Yes","2014-01-20 18:40:00","Euthanasia","Dog",3285,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A665661","Yes","2015-09-07 15:05:00","Return_to_owner","Cat",730,"Female","Yes","Yes","White","Yes","Domestic Shorthair"
"A668260","No","2013-12-02 14:10:00","Transfer","Dog",1825,"Female","Yes","Yes","Black","No","Great Dane"
"A716964","Yes","2015-11-29 18:11:00","Return_to_owner","Dog",730,"Male","No","Yes","Black","Yes","Chihuahua Shorthair"
"A701029","Yes","2015-05-01 11:04:00","Return_to_owner","Dog",730,"Male","Yes","No","Brown","No","Other"
"A668506","Yes","2015-11-03 16:40:00","Return_to_owner","Dog",2555,"Male","Yes","Yes","Brown","No","German Shepherd"
"A684709","No","2014-07-28 09:00:00","Transfer","Cat",365,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A616229","Yes","2015-11-21 15:21:00","Adoption","Cat",2190,"Female","Yes","Yes","Black","Yes","Domestic Shorthair"
"A680336","Yes","2014-07-12 20:04:00","Adoption","Cat",60,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A701898","Yes","2015-05-10 18:38:00","Return_to_owner","Dog",365,"Female","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A666971","No","2013-11-14 17:14:00","Adoption","Cat",60,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A691605","Yes","2014-11-08 14:41:00","Return_to_owner","Dog",2190,"Female","Yes","No","Brown","Yes","Plott Hound"
"A703244","No","2015-05-26 16:02:00","Transfer","Cat",60,"Male","No","Yes","Brown","Yes","Domestic Shorthair"
"A705111","Yes","2015-06-24 15:25:00","Adoption","Dog",730,"Female","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A685460","Yes","2014-08-19 18:25:00","Adoption","Cat",2555,"Male","Yes","No","Flame Point","Yes","Siamese"
"A716890","Yes","2015-12-06 12:41:00","Adoption","Cat",90,"Female","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A715741","Yes","2015-11-19 18:45:00","Adoption","Dog",1095,"Male","Yes","No","Red","Yes","Chow Chow"
"A676334","No","2014-04-22 15:35:00","Transfer","Cat",730,"Female","No","No","Black","Yes","Domestic Shorthair"
"A668122","No","2013-12-01 17:58:00","Adoption","Dog",2555,"Female","Yes","Yes","Other","No","Other"
"A702356","No","2015-05-24 17:25:00","Euthanasia","Cat",30,"Male","No","Yes","White","Yes","Domestic Shorthair"
"A664842","Yes","2013-11-09 19:21:00","Return_to_owner","Dog",730,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A709067","Yes","2015-08-05 00:00:00","Return_to_owner","Dog",150,"Female","No","Yes","Black","Yes","Boxer"
"A608918","Yes","2015-06-02 11:56:00","Transfer","Dog",1460,"Male","Yes","Yes","Black","Yes","Basset Hound"
"A651596","Yes","2014-03-06 17:13:00","Return_to_owner","Dog",730,"Male","Yes","No","Buff","Yes","Labrador Retriever"
"A720190","Yes","2016-02-07 00:00:00","Transfer","Dog",2555,"Female","Yes","No","Tricolor","Yes","Other"
"A676609","Yes","2014-07-06 12:46:00","Adoption","Dog",365,"Male","Yes","No","Brown","Yes","Labrador Retriever"
"A666504","No","2013-12-11 12:49:00","Transfer","Cat",30,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A693272","Yes","2015-01-31 13:33:00","Adoption","Dog",30,"Male","Yes","Yes","Black","Yes","Beagle"
"A711607","Yes","2015-09-20 14:50:00","Adoption","Cat",60,"Male","Yes","Yes","White","Yes","Manx"
"A713337","No","2015-10-06 09:00:00","Transfer","Cat",1095,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A672758","Yes","2014-07-16 13:48:00","Transfer","Dog",1460,"Female","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A658690","Yes","2013-10-19 12:58:00","Adoption","Dog",365,"Female","Yes","Yes","Black","Yes","Pit Bull"
"A708390","Yes","2015-08-02 18:49:00","Adoption","Dog",730,"Female","Yes","Yes","Black","Yes","Flat Coat Retriever"
"A703383","Yes","2015-05-28 15:25:00","Transfer","Dog",365,"Female","Yes","No","Buff","No","Cocker Spaniel"
"A689749","Yes","2014-10-18 16:55:00","Adoption","Cat",60,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A699816","Yes","2015-04-11 18:01:00","Adoption","Dog",365,"Female","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A701791","Yes","2015-07-19 14:37:00","Adoption","Cat",730,"Female","Yes","Yes","Brown","Yes","Domestic Longhair"
"A625690","Yes","2014-07-21 11:09:00","Return_to_owner","Dog",2555,"Female","Yes","Yes","White","Yes","Rat Terrier"
"A686406","No","2014-08-25 17:12:00","Adoption","Dog",365,"Male","Yes","Yes","Tan","Yes","Border Terrier"
"A710318","Yes","2015-09-17 13:48:00","Transfer","Dog",1825,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A698972","Yes","2015-03-23 17:50:00","Return_to_owner","Dog",2190,"Female","Yes","Yes","Black","Yes","Chihuahua Shorthair"
"A710380","No","2015-08-22 15:44:00","Transfer","Cat",7,"Unknown","Unknown","No","Brown","Yes","Domestic Shorthair"
"A683309","No","2014-07-17 18:06:00","Euthanasia","Dog",2555,"Female","Yes","Yes","Tan","Yes","Pit Bull"
"A640316","Yes","2013-10-02 17:43:00","Adoption","Dog",365,"Male","Yes","No","Black","Yes","Chihuahua Longhair"
"A682760","Yes","2014-07-10 12:48:00","Adoption","Dog",365,"Male","Yes","Yes","White","Yes","Jack Russell Terrier"
"A701707","No","2015-05-03 17:24:00","Transfer","Cat",14,"Female","No","No","Orange","Yes","Domestic Shorthair"
"A669534","No","2013-12-24 15:03:00","Transfer","Cat",365,"Female","No","No","Orange","Yes","Domestic Shorthair"
"A588218","Yes","2014-12-03 14:24:00","Return_to_owner","Dog",1825,"Male","Yes","Yes","Black","No","German Shepherd"
"A669795","Yes","2014-08-11 11:12:00","Return_to_owner","Dog",730,"Female","Yes","Yes","Black","Yes","Rottweiler"
"A674448","Yes","2014-03-18 17:04:00","Adoption","Dog",30,"Male","Yes","Yes","White","Yes","Siberian Husky"
"A701647","No","2015-05-25 14:15:00","Transfer","Cat",90,"Female","No","No","Black","Yes","Domestic Shorthair"
"A672467","Yes","2014-02-14 18:59:00","Adoption","Dog",270,"Male","Yes","Yes","Fawn","Yes","Cardigan Welsh Corgi"
"A712244","No","2015-09-21 15:57:00","Transfer","Cat",30,"Female","No","Yes","Black","Yes","Domestic Shorthair"
"A677462","No","2014-04-25 15:17:00","Transfer","Cat",0,"Unknown","Unknown","No","Blue","Yes","Domestic Shorthair"
"A715761","No","2015-11-10 09:00:00","Transfer","Cat",1825,"Female","Yes","No","Calico","Yes","Domestic Shorthair"
"A720860","No","2016-02-20 21:16:00","Adoption","Dog",240,"Female","Yes","Yes","Chocolate","Yes","Chihuahua Shorthair"
"A701337","No","2015-04-30 14:43:00","Transfer","Dog",365,"Male","No","No","Cream","Yes","Cairn Terrier"
"A710881","Yes","2015-10-14 10:12:00","Adoption","Cat",60,"Female","Yes","No","Orange","Yes","Domestic Shorthair"
"A663948","Yes","2013-10-08 17:23:00","Return_to_owner","Cat",90,"Male","Yes","Yes","Black","No","Domestic Shorthair"
"A699819","Yes","2015-04-06 15:37:00","Return_to_owner","Dog",365,"Male","No","Yes","Chocolate","Yes","Chihuahua Shorthair"
"A674638","Yes","2014-03-16 10:48:00","Return_to_owner","Dog",2555,"Male","Yes","No","Chocolate","Yes","Labrador Retriever"
"A718743","Yes","2016-01-10 11:36:00","Adoption","Dog",730,"Male","Yes","Yes","Gray","No","Shih Tzu"
"A714820","Yes","2015-11-05 00:00:00","Transfer","Dog",180,"Female","Yes","No","Brown","Yes","Plott Hound"
"A667613","Yes","2014-01-13 15:18:00","Adoption","Dog",30,"Male","Yes","Yes","Tan","Yes","Australian Shepherd"
"A696059","Yes","2015-02-05 14:28:00","Adoption","Dog",1095,"Male","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A690806","Yes","2014-11-07 13:36:00","Transfer","Cat",60,"Female","No","Yes","Black","Yes","Domestic Longhair"
"A676494","Yes","2014-04-27 15:11:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A689138","No","2014-09-29 18:28:00","Euthanasia","Cat",28,"Female","No","No","Blue","Yes","Siamese"
"A599155","Yes","2015-03-28 19:25:00","Euthanasia","Dog",1460,"Male","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A665587","Yes","2013-11-27 14:36:00","Adoption","Cat",2920,"Male","Yes","No","Orange","Yes","Domestic Medium Hair"
"A663555","Yes","2013-10-16 17:01:00","Adoption","Cat",90,"Female","Yes","No","Calico","Yes","Domestic Shorthair"
"A691345","Yes","2014-11-09 14:47:00","Adoption","Dog",60,"Female","Yes","Yes","Brown","Yes","Australian Cattle Dog"
"A685242","No","2014-08-15 12:54:00","Adoption","Cat",120,"Female","Yes","No","Tortie","Yes","Domestic Shorthair"
"A674659","No","2014-03-21 17:10:00","Euthanasia","Dog",730,"Male","No","Yes","Tan","Yes","Labrador Retriever"
"A683609","Yes","2014-07-17 17:50:00","Return_to_owner","Dog",2190,"Male","Yes","No","Brown","Yes","Dachshund"
"A695710","Yes","2015-08-02 13:17:00","Transfer","Dog",30,"Female","Yes","Yes","Brown","Yes","Boxer"
"A713063","No","2015-10-08 16:26:00","Transfer","Dog",365,"Female","Yes","Yes","Tan","Yes","Labrador Retriever"
"A667520","No","2013-11-23 16:00:00","Transfer","Dog",1460,"Male","Yes","Yes","Other","Yes","Shih Tzu"
"A685145","Yes","2014-09-13 14:10:00","Adoption","Cat",60,"Male","Yes","Yes","Blue","Yes","Domestic Medium Hair"
"A716488","No","2015-11-23 00:00:00","Transfer","Dog",730,"Male","Yes","No","Red","Yes","Pit Bull"
"A667537","No","2013-11-25 17:07:00","Adoption","Dog",60,"Female","Yes","Yes","Red","Yes","Australian Cattle Dog"
"A694601","Yes","2015-01-06 18:37:00","Adoption","Cat",180,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A638060","Yes","2015-08-16 17:38:00","Adoption","Cat",2920,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A672067","Yes","2014-02-13 17:36:00","Return_to_owner","Cat",1095,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A684664","Yes","2014-08-10 17:25:00","Adoption","Dog",730,"Male","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A691531","No","2014-11-07 17:15:00","Transfer","Dog",60,"Male","No","Yes","White","Yes","Australian Cattle Dog"
"A688600","No","2014-09-21 13:21:00","Transfer","Cat",21,"Female","No","No","Tortie","Yes","Domestic Shorthair"
"A704032","Yes","2015-06-05 14:31:00","Adoption","Cat",60,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A703630","Yes","2015-06-30 07:01:00","Adoption","Dog",1460,"Male","Yes","No","Brown","Yes","German Shepherd"
"A668671","Yes","2013-12-16 14:57:00","Transfer","Cat",1825,"Male","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A696247","Yes","2015-11-22 13:47:00","Adoption","Dog",730,"Female","Yes","Yes","Chocolate","Yes","Pointer"
"A664380","No","2013-10-03 15:33:00","Transfer","Cat",180,"Female","No","No","Calico","Yes","Domestic Medium Hair"
"A678185","No","2014-05-09 19:30:00","Transfer","Dog",730,"Female","Yes","Yes","Black","Yes","Miniature Poodle"
"A687055","Yes","2014-09-01 10:39:00","Return_to_owner","Dog",365,"Female","Yes","No","Sable","Yes","Collie Smooth"
"A693594","No","2014-12-12 09:00:00","Transfer","Cat",180,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A675563","Yes","2014-04-01 12:19:00","Transfer","Cat",60,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A696819","Yes","2015-02-21 17:30:00","Adoption","Dog",180,"Male","Yes","No","Sable","Yes","Cocker Spaniel"
"A671201","Yes","2014-01-25 18:34:00","Return_to_owner","Dog",2920,"Male","Yes","No","Tricolor","Yes","Chihuahua Shorthair"
"A715573","No","2015-11-12 12:36:00","Adoption","Dog",180,"Male","Yes","No","Buff","Yes","Labrador Retriever"
"A685899","No","2014-08-14 17:23:00","Transfer","Cat",90,"Male","No","No","Seal Point","Yes","Siamese"
"A669510","Yes","2014-01-01 18:45:00","Adoption","Dog",365,"Female","Yes","Yes","Black","Yes","Rottweiler"
"A697892","Yes","2015-03-16 17:38:00","Adoption","Dog",365,"Female","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A678958","Yes","2014-05-19 18:05:00","Adoption","Dog",60,"Male","Yes","No","Tricolor","Yes","Boxer"
"A679113","No","2014-05-16 18:37:00","Transfer","Cat",14,"Unknown","Unknown","No","Blue","Yes","Domestic Shorthair"
"A671079","No","2014-01-25 18:09:00","Adoption","Dog",730,"Female","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A687180","No","2014-09-08 11:53:00","Adoption","Cat",60,"Female","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A686632","Yes","2014-09-02 11:23:00","Return_to_owner","Cat",270,"Male","Yes","Yes","White","Yes","Domestic Shorthair"
"A693999","No","2014-12-23 14:58:00","Transfer","Dog",1460,"Female","Yes","Yes","Black","Yes","Rat Terrier"
"A691614","Yes","2014-11-12 18:27:00","Adoption","Dog",120,"Male","Yes","Yes","Red","Yes","German Shepherd"
"A683070","No","2014-07-06 18:33:00","Transfer","Cat",3,"Male","No","No","White","Yes","Domestic Shorthair"
"A703781","Yes","2015-05-30 15:30:00","Transfer","Dog",2190,"Male","No","Yes","Blue","No","Dachshund"
"A668803","Yes","2014-01-11 17:42:00","Adoption","Dog",60,"Female","Yes","Yes","Black","Yes","Border Collie"
"A675983","No","2014-04-03 15:19:00","Transfer","Cat",240,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A684825","Yes","2014-08-06 14:23:00","Transfer","Cat",30,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A667828","No","2013-11-26 14:55:00","Transfer","Cat",120,"Female","No","No","Black","Yes","Domestic Shorthair"
"A707611","Yes","2015-07-31 12:56:00","Adoption","Cat",60,"Female","No","No","Torbie","Yes","Domestic Shorthair"
"A677885","Yes","2014-05-12 14:05:00","Return_to_owner","Dog",730,"Female","No","No","Fawn","Yes","Pit Bull"
"A675622","No","2014-04-04 15:30:00","Adoption","Dog",120,"Male","Yes","No","Tricolor","Yes","Collie Smooth"
"A720143","No","2016-02-08 19:23:00","Transfer","Cat",365,"Male","No","No","Brown","Yes","Domestic Shorthair"
"A701793","No","2015-07-16 11:09:00","Adoption","Cat",90,"Female","Yes","Yes","Lynx Point","Yes","Siamese"
"A682824","No","2014-07-08 14:48:00","Transfer","Cat",60,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A711494","Yes","2015-12-24 10:12:00","Adoption","Cat",120,"Female","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A686319","Yes","2015-06-14 12:01:00","Adoption","Dog",1825,"Male","Yes","No","Brown","Yes","Plott Hound"
"A671251","Yes","2014-01-23 14:06:00","Return_to_owner","Dog",730,"Female","Yes","Yes","Fawn","Yes","Pit Bull"
"A684978","No","2014-07-31 13:22:00","Transfer","Cat",14,"Female","No","No","Brown","Yes","Domestic Shorthair"
"A689449","Yes","2014-11-18 11:32:00","Adoption","Cat",60,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A715812","No","2015-11-15 18:01:00","Adoption","Dog",30,"Female","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A681003","No","2014-06-17 13:27:00","Transfer","Dog",730,"Male","Yes","Yes","Black","Yes","Pointer"
"A715346","Yes","2015-11-09 17:02:00","Adoption","Dog",30,"Female","Yes","No","White","Yes","Anatol Shepherd"
"A683732","No","2014-07-25 16:48:00","Transfer","Cat",28,"Male","No","No","Blue","Yes","Domestic Shorthair"
"A679956","Yes","2014-06-08 16:49:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Fawn","No","Anatol Shepherd"
"A695297","Yes","2015-01-19 17:53:00","Adoption","Cat",210,"Female","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A695950","Yes","2015-02-13 14:49:00","Adoption","Dog",730,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A694278","Yes","2015-01-02 16:50:00","Transfer","Dog",2555,"Female","Yes","Yes","Black","No","Great Dane"
"A707887","Yes","2015-07-22 18:37:00","Adoption","Cat",60,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A710227","Yes","2015-08-24 18:23:00","Euthanasia","Cat",365,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A686918","Yes","2014-09-02 14:51:00","Transfer","Dog",1095,"Female","No","No","Tricolor","Yes","Australian Cattle Dog"
"A693739","Yes","2014-12-19 11:23:00","Transfer","Cat",90,"Female","Yes","Yes","Black","Yes","Domestic Shorthair"
"A711807","Yes","2015-10-23 18:07:00","Adoption","Dog",730,"Female","Yes","Yes","Red","Yes","Chinese Sharpei"
"A677157","Yes","2014-04-22 16:02:00","Return_to_owner","Dog",365,"Female","No","No","Yellow","Yes","Labrador Retriever"
"A697921","Yes","2015-03-16 12:10:00","Adoption","Dog",365,"Female","Yes","No","Black","Yes","Flat Coat Retriever"
"A686691","No","2014-08-29 16:56:00","Transfer","Dog",1095,"Male","Yes","No","Yellow","Yes","Labrador Retriever"
"A678627","Yes","2014-05-25 17:32:00","Adoption","Cat",30,"Female","Yes","No","Calico","Yes","Domestic Shorthair"
"A698117","No","2015-03-06 09:54:00","Transfer","Dog",6,"Unknown","Unknown","No","White","Yes","Labrador Retriever"
"A656110","Yes","2013-11-22 17:54:00","Return_to_owner","Dog",270,"Female","Yes","No","Tricolor","Yes","Rat Terrier"
"A690723","Yes","2014-11-23 18:23:00","Adoption","Cat",60,"Female","Yes","Yes","Black","Yes","Domestic Longhair"
"A678099","Yes","2015-06-10 17:23:00","Euthanasia","Dog",730,"Male","Yes","Yes","Tan","Yes","Other"
"A717989","Yes","2015-12-28 17:33:00","Return_to_owner","Dog",2555,"Male","Yes","No","White","Yes","American Bulldog"
"A673784","Yes","2014-03-10 16:24:00","Transfer","Dog",120,"Male","Yes","No","Blue","Yes","Labrador Retriever"
"A699927","Yes","2015-05-26 15:52:00","Adoption","Cat",365,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A671889","Yes","2014-02-27 16:04:00","Return_to_owner","Dog",1825,"Female","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A697627","Yes","2015-03-01 16:13:00","Adoption","Dog",730,"Female","Yes","Yes","Chocolate","Yes","Pointer"
"A685945","Yes","2014-09-20 15:37:00","Adoption","Dog",1825,"Male","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A689951","Yes","2014-10-15 17:21:00","Adoption","Cat",150,"Male","Yes","No","Flame Point","Yes","Siamese"
"A699499","No","2015-04-01 18:44:00","Adoption","Cat",365,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A715735","Yes","2015-11-13 12:59:00","Transfer","Dog",365,"Male","No","Yes","Buff","No","Labrador Retriever"
"A688501","Yes","2014-12-18 13:35:00","Transfer","Cat",120,"Male","Yes","No","Black","Yes","Domestic Medium Hair"
"A672263","Yes","2014-02-13 17:05:00","Transfer","Dog",730,"Female","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A672744","Yes","2014-04-17 17:09:00","Euthanasia","Dog",1095,"Male","No","Yes","Black","Yes","Rottweiler"
"A701165","No","2015-04-24 17:47:00","Transfer","Cat",28,"Male","No","No","Blue","No","Domestic Shorthair"
"A702973","No","2015-05-19 18:49:00","Transfer","Cat",21,"Unknown","Unknown","Yes","Black","Yes","Domestic Shorthair"
"A705338","No","2015-06-17 12:27:00","Transfer","Cat",21,"Female","No","No","Tortie","Yes","Domestic Shorthair"
"A696609","Yes","2015-07-11 13:49:00","Transfer","Dog",730,"Female","Yes","No","Black","No","Labrador Retriever"
"A714481","Yes","2015-11-08 19:10:00","Adoption","Dog",365,"Male","Yes","Yes","Brown","Yes","Boxer"
"A685178","No","2014-08-03 17:47:00","Transfer","Cat",14,"Male","No","No","Blue","Yes","Domestic Shorthair"
"A689596","No","2014-10-10 14:05:00","Adoption","Dog",730,"Male","Yes","Yes","White","Yes","Jack Russell Terrier"
"A714546","Yes","2015-10-26 12:43:00","Return_to_owner","Dog",270,"Male","No","Yes","Red","Yes","Pit Bull"
"A671352","Yes","2014-01-26 15:19:00","Adoption","Dog",1095,"Male","Yes","No","Brown","Yes","Labrador Retriever"
"A705656","Yes","2015-06-26 09:42:00","Euthanasia","Cat",30,"Female","No","No","Tortie","Yes","Domestic Shorthair"
"A695943","Yes","2015-02-08 14:55:00","Adoption","Dog",730,"Male","Yes","No","Tricolor","Yes","Other"
"A719517","No","2016-01-26 19:01:00","Transfer","Cat",730,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A682535","No","2014-07-04 18:42:00","Transfer","Dog",120,"Male","Yes","Yes","Brown","Yes","Plott Hound"
